# https://www.cs.virginia.edu/stream/by_date/Balance.html
# Balance is Peak MFLOPS divided by Triad Bandwidth in MW/s
# ------------------------------------------------------------------------------
# Submission  System                                   Peak       BW     Machine
# Date        Machine ID                      ncpus   MFLOPS    (MW/s)   Balance
# ------------------------------------------------------------------------------
2003.01.18  Apple_PwrBook_G4-1000              1     2000.0     58.9     33.9 data
2003.01.13  ASUS_CUSL2-800                     1      800.0     45.4     17.6 data
2003.01.07  SGI_Altix_3000                    64   256000.0  15575.1     16.4 data
2003.01.07  SGI_Altix_3000                    32   128000.0   7815.1     16.4 data
2003.01.07  SGI_Altix_3000                    16    64000.0   3912.0     16.4 data
2002.11.15  DEC_Multia                         1      332.0      3.3    100.2 data
2002.11.13  DolphinServerSystemsTriton88K      1       40.0      1.3     30.8 data
2002.11.13  Tandem_Integrity_S2                1       32.0      3.4      9.5 data
2002.11.13  DEC_DECsystem_5500                 1       60.0      2.9     20.6 data
2002.11.13  IBM_ThinkPad_A31                   1     3200.0    146.8     21.8 data
2002.11.12  IBM_eServer_p655_651B              8    35200.0   1995.0     17.6 data
2002.11.12  IBM_eServer_p655_651B              8    35200.0   1409.4     25.0 data
2002.11.12  IBM_eServer_p655_651A              4    20800.0   1396.5     14.9 data
2002.11.12  IBM_eServer_p655_651A              4    20800.0   1995.4     10.4 data
2002.11.12  IBM_eServer_p650_6M2               8    46400.0   1296.5     35.8 data
2002.11.12  IBM_eServer_p650_6M2               8    46400.0    913.2     50.8 data
2002.11.07  HP_rx2600                          1     4000.0    503.5      7.9 data
2002.10.16  Soltek-85-ERU-Celeron1800          1     3600.0    179.1     20.1 data
2002.10.16  NEC_SX-6                           8    64000.0  26628.0      2.4 data
2002.10.16  NEC_SX-6                           4    32000.0  15954.2      2.0 data
2002.10.16  NEC_SX-6                           2    16000.0   7988.6      2.0 data
2002.10.16  NEC_SX-6                           1     8000.0   3997.9      2.0 data
2002.10.13  ASUS_P4T533-P4-2800                1     5600.0    281.1     19.9 data
2002.10.05  ASUS_P4T533-P4-2800                1     5600.0    281.1     19.9 data
2002.09.17  Apple_PwrMac_G4-450                2     1800.0     42.5     42.3 data
2002.09.17  Apple_PwrMac_G4-450                1      900.0     40.9     22.0 data
2002.09.02  Tyan-S2518-PIII-1266               1     1266.0     63.8     19.8 data
2002.09.02  Tyan-S2460-AthlonXP1800_           1     1533.0     91.3     16.8 data
2002.09.02  GigabyteGA-7VX-Athlon700           1     1400.0     60.5     23.1 data
2002.09.02  ASUS_P2B-F_440BX_Celeron-433       1      433.0     30.9     14.0 data
2002.09.02  ASUS_P2B-D_440BX_PIII-600          1      600.0     45.5     13.2 data
2002.08.09  ABIT_VP6_PIII_933                  2     1866.6     76.4     24.4 data
2002.08.09  ABIT_VP6_PIII_933                  1      933.3     89.6     10.4 data
2002.08.09  ASUS_A&M_266_Athlon1900+           8    25600.0    503.1     50.9 data
2002.08.09  ABIT_VP6_PIII_933                  8     7466.4    197.2     37.9 data
2002.08.09  ASUS_A&M_266_Athlon1900+           2     6400.0    108.0     59.3 data
2002.08.09  ASUS_A&M_266_Athlon1900+           1     3200.0    106.2     30.1 data
2002.07.25  Intel_840_PIII_933                 1      933.0     79.2     11.8 data
2002.07.25  ViaVT5440B_Athlon1600+             1     2800.0     83.7     33.4 data
2002.07.19  IBM_IntellistationMPro             1     4000.0    180.8     22.1 data
2002.06.19  ASUS_A7V_Athlon_2100+              1     3466.0    135.0     25.7 data
2002.05.14  Apple_Mac_9600-350                 1      700.0      9.7     72.4 data
2002.05.08  Tyan_TigerMP_AthlonMP              1     3066.0    122.2     25.1 data
2002.05.08  Sun_F15K                          72   151200.0   6340.5     23.8 data
2002.04.18  Cray_SV1ex                         8    20000.0   3391.6      5.9 data
2002.04.18  Cray_SV1ex                         4    10000.0   1752.8      5.7 data
2002.04.18  Cray_SV1ex                        32    80000.0   5977.7     13.4 data
2002.04.18  Cray_SV1ex                        24    60000.0   5754.6     10.4 data
2002.04.18  Cray_SV1ex                         2     5000.0    889.0      5.6 data
2002.04.18  Cray_SV1ex                        16    40000.0   5242.1      7.6 data
2002.04.18  Cray_SV1ex                         1     2500.0    448.0      5.6 data
2002.04.12  IBM_eServer_p690_Turbo            32   166400.0   4031.1     41.3 data
2002.04.12  IBM_eServer_p690_HPC              16    83200.0   3132.2     26.6 data
2002.04.08  Compaq_AlphaServer_DS20L-834       1     1668.0    162.0     10.3 data
2002.02.26  HP_rp7410                          8    24000.0    409.4     58.6 data
2002.02.26  HP_rp7410                          4    12000.0    207.4     57.9 data
2002.02.22  Compaq_AlphaServer_DS20-833        1     1666.0    178.3      9.3 data
2002.02.05  Compaq_EVO_N600c                   1      866.0     60.0     14.4 data
2002.01.22  SGI_Origin300-500                 32    32000.0   1479.3     21.6 data
2002.01.22  SGI_Origin300-500                 16    16000.0    802.1     19.9 data
2002.01.22  SGI_Origin300-500                  8     8000.0    396.7     20.2 data
2001.11.29  Apple_PwrBook_G4-667               1     1334.0     53.1     25.1 data
2001.11.11  IBM_eServer_p690_Turbo            32   166400.0   3187.6     52.2 data
2001.11.11  IBM_eServer_p690_HPC              16    83200.0   2506.4     33.2 data
2001.11.06  ABIT_KT7A_Athlon                   1     1820.0     53.9     33.8 data
2001.10.30  Compaq_AlphaServer_ES45-68/1000     4     8000.0    448.0     17.9 data
2001.10.30  Compaq_AlphaServer_ES45-68/1000     2     4000.0    356.2     11.2 data
2001.10.30  Compaq_AlphaServer_ES45-68/1000     1     2000.0    247.3      8.1 data
2001.10.25  AMD_Athlon_1200                    2     4800.0    131.7     36.5 data
2001.10.25  AMD_Athlon_1200                    1     2400.0    106.4     22.6 data
2001.09.21  HP_SuperDome_750                  64   192000.0   3318.7     57.9 data
2001.09.21  HP_SuperDome_750                  32    96000.0   1698.9     56.5 data
2001.09.21  HP_SuperDome_750                  16    48000.0    858.8     55.9 data
2001.09.17  ASUS_Athlon_1200_A7M               1     2400.0    126.0     19.0 data
2001.09.11  IBM_eServer_p680                  24    28800.0    849.6     33.9 data
2001.09.11  IBM_eServer_p680                  24    28800.0    664.1     43.4 data
2001.09.11  IBM_eServer_p680                   1     1200.0     50.4     23.8 data
2001.09.11  IBM_eServer_p680                   1     1200.0     43.0     27.9 data
2001.08.30  SuperMicro3709DLE                  1     2000.0     44.8     44.7 data
2001.08.30  ASUS_Athlon_1333_A7M               1     2666.0     85.7     31.1 data
2001.08.30  ABIT_KG7_Athlon                    1     2666.0     90.9     29.3 data
2001.08.16  Apple_PwrMac_G4-867                1     1734.0     85.0     20.4 data
2001.08.07  IBM_eServer_p680                   8     9600.0    264.1     36.4 data
2001.08.07  IBM_eServer_p680                   6     7200.0    216.7     33.2 data
2001.08.07  IBM_eServer_p680                   4     4800.0    145.7     33.0 data
2001.08.07  IBM_eServer_p680                  24    28800.0    629.5     45.7 data
2001.08.07  IBM_eServer_p680                  22    26400.0    625.5     42.2 data
2001.08.07  IBM_eServer_p680                  20    24000.0    576.7     41.6 data
2001.08.07  IBM_eServer_p680                   2     2400.0     78.2     30.7 data
2001.08.07  IBM_eServer_p680                  18    21600.0    560.4     38.5 data
2001.08.07  IBM_eServer_p680                  16    19200.0    494.3     38.8 data
2001.08.07  IBM_eServer_p680                  14    16800.0    458.7     36.6 data
2001.08.07  IBM_eServer_p680                  12    14400.0    375.5     38.3 data
2001.08.07  IBM_eServer_p680                  10    12000.0    349.4     34.3 data
2001.08.07  IBM_eServer_p680                   1     1200.0     39.2     30.6 data
2001.07.17  Compaq_AlphaServer_GS320-1001     32    64064.0   2913.7     22.0 data
2001.07.17  Compaq_AlphaServer_GS320-1001     16    32032.0   1512.6     21.2 data
2001.07.17  Compaq_AlphaServer_GS320-1001      8    16016.0    724.5     22.1 data
2001.07.17  Compaq_AlphaServer_GS320-1001      4     8008.0    360.4     22.2 data
2001.07.17  Compaq_AlphaServer_GS320-1001      1     2002.0    143.5     14.0 data
2001.07.13  ASUS_Athlon_1333_A7M               1     2666.0     88.9     30.0 data
2001.07.13  ASUS_Athlon_1300_7ZX               1     2600.0     64.9     40.1 data
2001.05.23  HP_i2000                           1     3200.0    175.4     18.2 data
2001.05.19  HP_SuperDome                      64   141312.0   3339.7     42.3 data
2001.05.19  HP_SuperDome                      32    70656.0   1676.3     42.2 data
2001.05.19  HP_SuperDome                      16    35328.0    858.0     41.2 data
2001.05.18  HP_J6700                           1     3000.0    124.3     24.1 data
2001.05.17  ASUS_Athlon_1200_A7M               1     2400.0    113.4     21.2 data
2001.05.17  SGI_Origin3800-500               256   256000.0  12460.0     20.5 data
2001.05.14  ASUS_Athlon_1200_A7M               1     2400.0    109.0     22.0 data
2001.05.14  ASUS_Athlon_1200_A7M               1     2400.0    109.0     22.0 data
2001.05.14  ASUS_Athlon_1200_A7M               1     2400.0    111.2     21.6 data
2001.05.14  ASUS_Athlon_1200_A7M               1     2400.0    109.0     22.0 data
2001.04.27  Intel_STL2-PIII-933                1      933.0     64.6     14.4 data
2001.04.27  Intel_440BX-2_PIII-650             1      650.0     62.5     10.4 data
2001.04.26  Compaq_AlphaServer_ES40-6/833      4     6664.0    318.6     20.9 data
2001.04.26  Compaq_AlphaServer_ES40-6/833      2     3332.0    241.0     13.8 data
2001.04.26  Compaq_AlphaServer_ES40-6/833      1     1666.0    178.6      9.3 data
2001.04.25  SGI_Indigo2_195                    1      390.0     13.6     28.6 data
2001.04.18  Compaq_AlphaServer_DS20-667        1     1334.0    168.3      7.9 data
2001.03.01  Fujitsu_Celcius-460                1     3000.0    276.9     10.8 data
2001.02.26  Dell_8100-1500                     1     3000.0    268.0     11.2 data
2001.02.16  Generic_Pentium4-1400              1     2800.0    263.0     10.6 data
2001.02.05  Micron_Millennia_MAX_XP            1     2000.0     85.8     23.3 data
2001.01.31  Toshiba_Satellite_2545             1      333.0      6.3     52.4 data
2001.01.31  Dell_Latitude_CPx                  1      500.0     50.9      9.8 data
2001.01.31  Fujitsu_VPP5000                    1     9600.0   4693.0      2.0 data
2000.12.23  Generic_Pentium4-1400              1     2800.0    196.9     14.2 data
2000.12.23  Dell_Pentium4-1400                 1     2800.0    194.4     14.4 data
2000.12.21  ASUS_Athlon_750_K7V                1     1500.0     79.5     18.9 data
2000.12.21  ASUS_Athlon_750_K7V                1     1500.0     79.4     18.9 data
2000.12.04  Compaq_AlphaServer_GS80            8    11696.0    641.7     18.2 data
2000.11.27  Generic_Duron_800-133              1     1600.0     91.8     17.4 data
2000.11.27  Generic_Duron_800-100              1     1600.0     72.3     22.1 data
2000.11.27  Generic_Duron_600-100              1     1200.0     68.9     17.4 data
2000.11.19  Sun_Blade_1750                     1     1500.0    111.3     13.5 data
2000.08.30  Tyan_PentiumIII_800EB              1      800.0     69.3     11.5 data
2000.08.25  SGI_Origin3800-400                 4     3200.0    196.8     16.3 data
2000.08.25  SGI_Origin3800-400                 8     6400.0    418.4     15.3 data
2000.08.25  SGI_Origin3800-400                16    12800.0    799.7     16.0 data
2000.08.25  SGI_Origin3800-400                32    25600.0   1567.3     16.3 data
2000.08.25  SGI_Origin3800-400                64    51200.0   3150.2     16.3 data
2000.08.25  SGI_Origin3800-400               128   102400.0   6320.3     16.2 data
2000.07.09  AMD_586                            1       12.0      5.5      2.2 data
2000.07.09  AMD_386                            1        1.5      0.8      1.9 data
2000.07.08  Rise_mP6-266                       1      200.0     16.8     11.9 data
2000.07.08  Intel_PentiumMMX-250               1      250.0     17.9     14.0 data
2000.07.08  Cyrix_MII-433                      1      300.0     19.0     15.8 data
2000.07.08  AMD_K6-2_550                       1      550.0     20.0     27.5 data
2000.06.28  Compaq_AlphaServer_DS10/DS10L      1      932.0     97.2      9.6 data
2000.06.22  Apple_PwrMac_G4-500                1     1000.0     66.2     15.1 data
2000.06.22  Apple_PwrMac_G4-466                1      932.0     85.6     10.9 data
2000.06.16  Compaq_AlphaServer_GS160           4     5848.0    320.6     18.2 data
2000.06.16  Compaq_AlphaServer_GS160           1     1462.0    125.3     11.7 data
2000.06.16  Compaq_AlphaServer_ES40-6/667      4     5336.0    296.1     18.0 data
2000.06.16  Compaq_AlphaServer_ES40-6/667      2     2668.0    230.0     11.6 data
2000.06.16  Compaq_AlphaServer_ES40-6/667      1     1334.0    167.3      8.0 data
2000.06.10  ASUS_Athlon_750_K7V                1     1500.0     77.2     19.4 data
2000.06.04  ASUS_Athlon_750_K7M                1     1500.0     61.5     24.4 data
2000.06.04  ASUS_Athlon_800                    1     1600.0     73.4     21.8 data
2000.06.04  ABIT_bp6_celeron                   1      466.0     27.3     17.1 data
2000.05.30  ASUS_Athlon_800                    1     1600.0     71.5     22.4 data
2000.05.23  Cray_SV1                           8     9600.0   2326.9      4.1 data
2000.05.23  Cray_SV1                           4     4800.0   1232.3      3.9 data
2000.05.23  Cray_SV1                          32    38400.0   3097.6     12.4 data
2000.05.23  Cray_SV1                           2     2400.0    624.0      3.8 data
2000.05.23  Cray_SV1                          16    19200.0   3053.2      6.3 data
2000.05.23  Cray_SV1                          12    14400.0   2800.0      5.1 data
2000.05.16  Compaq_AlphaServer_GS160          16    23392.0   1276.6     18.3 data
2000.05.16  Compaq_AlphaServer_GS320          32    46784.0   2553.2     18.3 data
2000.05.04  Hitachi_SR8000                     8     8000.0   2810.2      2.8 data
2000.05.04  Cray_T3E-1200                      8     9600.0    557.2     17.2 data
2000.05.04  Cray_T3E-1200                     64    76800.0   4455.8     17.2 data
2000.05.04  Cray_T3E-1200                    512   614400.0  35615.0     17.3 data
2000.05.04  Cray_T3E-1200                      4     4800.0    278.8     17.2 data
2000.05.04  Cray_T3E-1200                     32    38400.0   2228.6     17.2 data
2000.05.04  Cray_T3E-1200                    256   307200.0  17822.5     17.2 data
2000.05.04  Cray_T3E-1200                      2     2400.0    139.4     17.2 data
2000.05.04  Cray_T3E-1200                     16    19200.0   1114.1     17.2 data
2000.05.04  Cray_T3E-1200                    128   153600.0   8910.4     17.2 data
2000.05.04  Cray_T3E-1200                      1     1200.0     69.8     17.2 data
2000.04.25  PowerCurve601-120                  1      240.0      6.2     38.4 data
2000.04.24  Compaq_AlphaServer_DS10L_Linux     1      932.0     84.7     11.0 data
2000.04.02  Apple_PwrMac_G4-400                1      800.0     62.1     12.9 data
2000.03.25  Cyrix_MII-300                      1      300.0     11.5     26.0 data
2000.03.24  Apple_PwrMac_G4-450                1      900.0     28.2     31.9 data
2000.03.22  Apple_PwrMac_G4-400                1      800.0     43.4     18.4 data
2000.03.22  Apple_PwrMac_G4-400                1      800.0     55.3     14.5 data
2000.02.28  PII_LX_266                         1      266.0     20.6     12.9 data
2000.02.28  AMD_Athlon_600                     1     1200.0     52.1     23.0 data
2000.02.28  AMD_Athlon_550                     1     1100.0     51.7     21.3 data
2000.02.08  HP_B2000                           1     1600.0    120.0     13.3 data
2000.02.01  HP_V2600_Technical                 8    17664.0    331.6     53.3 data
2000.02.01  HP_V2600_Technical                 4     8832.0    187.8     47.0 data
2000.02.01  HP_V2600_Technical                16    35328.0    463.4     76.2 data
2000.02.01  HP_V2600_Technical                 1     2208.0     48.0     46.0 data
2000.02.01  HP_V2600_Enterprise                8    17664.0    202.7     87.1 data
2000.02.01  HP_V2600_Enterprise               32    70656.0    487.3    145.0 data
2000.02.01  HP_V2600_Enterprise               24    52992.0    410.4    129.1 data
2000.02.01  HP_V2600_Enterprise               16    35328.0    399.2     88.5 data
2000.02.01  HP_V2600_Enterprise                1     2208.0     47.0     46.9 data
1999.12.17  AMD_Athlon_500                     1     1000.0     56.8     17.6 data
1999.12.17  AMD_Athlon_500                     1     1000.0     56.7     17.6 data
1999.12.11  Motorola_MPC_860                   1       80.0      0.3    246.2 data
1999.12.07  NEC_SX-5-16A                       8    64000.0  45836.2      1.4 data
1999.12.07  NEC_SX-5-16A                       4    32000.0  23689.6      1.4 data
1999.12.07  NEC_SX-5-16A                       2    16000.0  11916.0      1.3 data
1999.12.07  NEC_SX-5-16A                      16   128000.0  72883.6      1.8 data
1999.12.07  NEC_SX-5-16A                       1     8000.0   5972.4      1.3 data
1999.11.21  Intel_PIII_600EB                   1      600.0     53.3     11.3 data
1999.11.03  IBM_RS6000-43P-260                 2     1600.0    139.0     11.5 data
1999.11.03  IBM_RS6000-43P-260                 1      800.0     97.0      8.2 data
1999.10.29  Apple_PwrMac_G3-300                1      450.0     23.4     19.2 data
1999.10.28  AMD_K6-2_400                       1      400.0     20.4     19.6 data
1999.10.27  Intel_820_733EB                    1      733.0     68.0     10.8 data
1999.10.27  Intel_820_600B                     1      600.0     56.0     10.7 data
1999.10.27  Intel_440BX_600                    1      600.0     51.1     11.7 data
1999.10.25  IBM_SP-PWR3smp-High-222            8     7104.0    617.2     11.5 data
1999.10.25  IBM_SP-PWR3smp-High-222            4     3552.0    387.6      9.2 data
1999.10.25  IBM_SP-PWR3smp-High-222            2     1776.0    230.6      7.7 data
1999.10.25  IBM_SP-PWR3smp-High-222            1      888.0    119.2      7.5 data
1999.10.14  Polywell-800-K7                    1      600.0     58.5     10.3 data
1999.10.12  IBM_SP-PWR3smp-High-222            8     7104.0    484.0     14.7 data
1999.10.12  IBM_SP-PWR3smp-High-222            4     3552.0    273.4     13.0 data
1999.10.12  IBM_SP-PWR3smp-High-222            2     1776.0    145.7     12.2 data
1999.10.12  IBM_SP-PWR3smp-High-222            1      888.0     76.8     11.6 data
1999.08.13  Apple_PwrMac_G3-400                1      600.0     26.6     22.5 data
1999.08.13  Apple_PwrMac_G3-266                1      399.0     16.4     24.3 data
1999.08.13  Apple_PwrBook_G3-266               1      399.0     15.2     26.3 data
1999.08.13  Apple_IMAC_RevC-266                1      399.0     15.8     25.2 data
1999.08.13  Apple_IMAC_RevA-233                1      349.5     15.7     22.2 data
1999.06.25  Apple_G3_400_laptop                1      800.0     17.3     46.3 data
1999.06.18  Sun_UE_10000_400_3_per_node       48    38400.0    903.7     42.5 data
1999.06.18  Sun_UE_10000_400_2_per_node       32    25600.0    647.5     39.5 data
1999.06.18  Sun_UE_10000_400_1_per_node       16    12800.0    348.6     36.7 data
1999.06.18  Sun_UE_10000_400                  64    51200.0   1075.0     47.6 data
1999.06.11  Sun_UE_10000_400_3_per_node       48    38400.0    946.6     40.6 data
1999.06.11  Sun_UE_10000_400_2_per_node       32    25600.0    787.7     32.5 data
1999.06.11  Sun_UE_10000_400_2_per_node       16    12800.0    430.7     29.7 data
1999.06.11  Sun_UE_10000_400_1_per_node       16    12800.0    457.7     28.0 data
1999.06.11  Sun_UE_10000_400                  64    51200.0    951.0     53.8 data
1999.06.11  Sun_UE_10000_400                  48    38400.0    742.6     51.7 data
1999.06.11  Sun_UE_10000_400                  32    25600.0    504.0     50.8 data
1999.06.11  Sun_UE_10000_400                   1      800.0     37.0     21.6 data
1999.06.01  SGI_Origin2000-300                 8     4800.0    220.8     21.7 data
1999.06.01  SGI_Origin2000-300                64    38400.0   1684.6     22.8 data
1999.06.01  SGI_Origin2000-300                 4     2400.0    106.8     22.5 data
1999.06.01  SGI_Origin2000-300                32    19200.0    828.4     23.2 data
1999.06.01  SGI_Origin2000-300                 2     1200.0     52.8     22.7 data
1999.06.01  SGI_Origin2000-300                16     9600.0    454.5     21.1 data
1999.06.01  SGI_Origin2000-300               128    76800.0   3341.1     23.0 data
1999.06.01  SGI_Origin2000-300                 1      600.0     48.5     12.4 data
1999.05.26  Compaq_AlphaServer_DS10            1      932.0    112.6      8.3 data
1999.05.24  Compaq_XP1000                      1     1000.0    121.0      8.3 data
1999.05.19  HP_N4000                           8    14080.0    240.0     58.7 data
1999.05.19  Compaq_AlphaServer_ES40            1     1000.0    154.6      6.5 data
1999.05.12  HP_V2500                           1     1760.0     44.5     39.6 data
1999.05.12  HP_N4000                           1     1760.0    104.5     16.8 data
1999.05.12  HP_V2500                          32    56320.0    503.4    111.9 data
1999.04.28  SGI_1400                           1      500.0     46.8     10.7 data
1999.04.19  ASUS_Celeron-400                   1      400.0     27.3     14.6 data
1999.03.16  SGI_Octane_300                     2     1200.0     61.7     19.4 data
1999.03.16  SGI_Octane_300                     1      600.0     56.9     10.5 data
1999.03.02  SGI_Origin2000-250               256   128000.0   6159.4     20.8 data
1999.01.07  Compaq_AlphaServer_DS20            1     1000.0    165.4      6.0 data
1998.11.29  Sun_Ultra30                        1      592.0     26.3     22.5 data
1998.11.29  Dell_PII_233                       1      233.0     13.4     17.4 data
1998.10.28  Compaq_AS_GS140-6-525              1     1050.0    102.2     10.3 data
1998.10.27  ASUS_PentiumII_450                 1      450.0     44.0     10.2 data
1998.10.19  Sun_Ultra60-360                    2     1440.0     46.9     30.7 data
1998.10.19  Sun_Ultra60-360                    1      720.0     44.8     16.1 data
1998.10.08  IBM_RS6000-43P-260                 1      800.0    137.8      5.8 data
1998.06.30  SGI_Origin200_225                  4     1800.0     90.2     20.0 data
1998.06.30  SGI_Origin200_225                  2      900.0     45.1     20.0 data
1998.06.03  Sun_Ultra2i                        1      600.0     26.7     22.5 data
1998.05.18  Hitachi_S3600                      1     3000.0   1352.5      2.2 data
1998.05.06  Generic_440BX_350                  1      350.0     33.9     10.3 data
1998.04.30  Generic_440BX_400                  1      400.0     39.4     10.1 data
1998.04.24  Nightshade_NC440BX_350             1      350.0     32.2     10.9 data
1998.04.17  IBM_RS6000-397                     1      640.0    110.3      5.8 data
1998.04.09  Apple_Mac_G3_266                   1      399.0     17.1     23.3 data
1998.03.24  HP_Kayak_PII_300                   1      300.0     23.5     12.8 data
1998.03.19  SGI_Indy_R4400_200                 1      200.0      9.5     21.1 data
1998.03.12  Hitachi_SR_2201                    1      300.0    103.4      2.9 data
1998.02.16  SGI_Origin2000-250_1_per_node      8     4000.0    342.5     11.7 data
1998.02.16  SGI_Origin2000-250_1_per_node      4     2000.0    188.8     10.6 data
1998.02.16  SGI_Origin2000-250_1_per_node     32    16000.0   1362.5     11.7 data
1998.02.16  SGI_Origin2000-250_1_per_node      2     1000.0     89.2     11.2 data
1998.02.16  SGI_Origin2000-250_1_per_node     16     8000.0    655.0     12.2 data
1998.02.16  SGI_Origin2000-250                 8     4000.0    207.5     19.3 data
1998.02.16  SGI_Origin2000-250                64    32000.0   1537.5     20.8 data
1998.02.16  SGI_Origin2000-250                 4     2000.0     98.2     20.4 data
1998.02.16  SGI_Origin2000-250                32    16000.0    845.0     18.9 data
1998.02.16  SGI_Origin2000-250                 2     1000.0     53.2     18.8 data
1998.02.16  SGI_Origin2000-250                16     8000.0    410.0     19.5 data
1998.02.16  SGI_Origin2000-250                 1      500.0     44.8     11.2 data
1998.02.12  DEC_3000-800                       1      400.0     12.5     32.0 data
1997.12.18  DEC_600au_600                      1     1200.0     31.0     38.7 data
1997.12.18  DEC_3000-800                       1      200.0     12.5     16.0 data
1997.12.18  DEC_164SX_533_2MBL3                1     1066.0     36.6     29.1 data
1997.12.01  Dell_PII_300                       1      300.0     23.5     12.8 data
1997.11.08  Sun_Ultra30                        1      600.0     43.7     13.7 data
1997.11.01  ASUS_PentiumII_266                 1      266.0     21.9     12.1 data
1997.10.06  SGI_Origin2000-195_1_per_node     32    12480.0   1179.4     10.6 data
1997.09.04  DEC_164LX_533_2MBL3                1     1066.0     32.0     33.3 data
1997.08.28  SGI_Origin200_225                  1      450.0     41.3     10.9 data
1997.08.15  Micron_P6-200                      1      300.0     13.1     22.9 data
1997.06.30  SGI_Origin2000-195               128    49920.0   2864.2     17.4 data
1997.06.10  NEC_SX-4                           8    16000.0  15840.5      1.0 data
1997.06.10  NEC_SX-4                           4     8000.0   7961.5      1.0 data
1997.06.10  NEC_SX-4                          32    64000.0  54619.2      1.2 data
1997.06.10  NEC_SX-4                          24    48000.0  43228.1      1.1 data
1997.06.10  NEC_SX-4                           2     4000.0   3990.6      1.0 data
1997.06.10  NEC_SX-4                          16    32000.0  31278.9      1.0 data
1997.06.10  NEC_SX-4                           1     2000.0   1987.2      1.0 data
1997.05.30  SGI_Octane_175                     2      700.0     53.2     13.2 data
1997.05.30  SGI_Octane_175                     1      350.0     39.6      8.8 data
1997.05.26  StarMax_4000-200                   1      400.0     10.9     36.7 data
1997.05.26  StarMax_3000-200                   1      400.0      9.8     40.9 data
1997.05.26  MPower_604e-200                    1      400.0     10.8     37.2 data
1997.05.26  Apple_Mac_9600-200                 1      400.0     10.3     38.9 data
1997.05.26  Apple_Mac_8500-180                 1      360.0     10.0     36.0 data
1997.05.26  Apple_Mac_7100-80                  1       80.0      8.3      9.7 data
1997.05.22  Fujitsu_HAL_385                    1      322.0     65.4      4.9 data
1997.05.22  Fujitsu_HAL_375                    1      282.0     59.2      4.8 data
1997.05.03  IBM-SP_P2SC_120MHz-thin            1      480.0     98.3      4.9 data
1997.04.24  SGI_Indy_R4400_175                 1      175.0      8.8     19.8 data
1997.04.18  Gigabyte_586HX                     1      133.0     14.6      9.1 data
1997.04.18  Cray_T3E-900                       8     7200.0    558.9     12.9 data
1997.04.18  Cray_T3E-900                      64    57600.0   4271.0     13.5 data
1997.04.18  Cray_T3E-900                     512   460800.0  33225.4     13.9 data
1997.04.18  Cray_T3E-900                       4     3600.0    278.8     12.9 data
1997.04.18  Cray_T3E-900                      32    28800.0   2143.5     13.4 data
1997.04.18  Cray_T3E-900                     256   230400.0  15757.6     14.6 data
1997.04.18  Cray_T3E-900                       2     1800.0    139.8     12.9 data
1997.04.18  Cray_T3E-900                      16    14400.0   1103.5     13.0 data
1997.04.18  Cray_T3E-900                     128   115200.0   8119.0     14.2 data
1997.04.18  Cray_T3E-900                       1      900.0     71.0     12.7 data
1997.04.17  Sun_Ultra2-2200                    2     1000.0     38.9     25.7 data
1997.04.17  Sun_Ultra2-2200                    1      500.0     23.7     21.1 data
1997.04.17  Sun_Ultra2-2170                    2      668.0     34.6     19.3 data
1997.04.17  Sun_Ultra2-2170                    1      334.0     21.0     15.9 data
1997.04.17  Sun_Ultra1-200E                    1      400.0     23.5     17.0 data
1997.04.17  Sun_Ultra1-170E                    1      334.0     19.7     16.9 data
1997.04.17  Sun_Ultra1-140                     1      280.0     19.3     14.5 data
1997.04.17  Sun_UE_6001                        8     4000.0    187.6     21.3 data
1997.04.17  Sun_UE_6001                        6     3000.0    150.1     20.0 data
1997.04.17  Sun_UE_6001                        4     2000.0    111.4     18.0 data
1997.04.17  Sun_UE_6001                        3     1500.0     87.6     17.1 data
1997.04.17  Sun_UE_6001                        2     1000.0     67.2     14.9 data
1997.04.17  Sun_UE_6001                       12     6000.0    231.0     26.0 data
1997.04.17  Sun_UE_6001                       10     5000.0    220.0     22.7 data
1997.04.17  Sun_UE_6001                        1      500.0     32.6     15.3 data
1997.04.17  Sun_SS20-502                       2      120.0     11.5     10.5 data
1997.04.17  Sun_SS20-502                       1       60.0      8.5      7.1 data
1997.04.07  IBM_RS6000-595                     1      540.0     86.2      6.3 data
1997.04.04  IBM_RS6000-G30                     1      225.0      6.7     33.8 data
1997.04.04  IBM_RS6000-850                     1      266.0      6.7     39.9 data
1997.02.11  SGI_Origin2000-195               120    46800.0   2921.2     16.0 data
1997.02.10  DEC_433a-(0MB_L3)                  1      866.0     42.7     20.3 data
1997.01.30  Sun_UE_10000_250_assembly          8     4000.0    262.4     15.2 data
1997.01.30  Sun_UE_10000_250_assembly         63    31500.0   1263.4     24.9 data
1997.01.30  Sun_UE_10000_250_assembly         56    28000.0   1238.8     22.6 data
1997.01.30  Sun_UE_10000_250_assembly         48    24000.0   1171.6     20.5 data
1997.01.30  Sun_UE_10000_250_assembly         40    20000.0   1074.2     18.6 data
1997.01.30  Sun_UE_10000_250_assembly         32    16000.0    886.5     18.0 data
1997.01.30  Sun_UE_10000_250_assembly         24    12000.0    732.5     16.4 data
1997.01.30  Sun_UE_10000_250_assembly         16     8000.0    493.0     16.2 data
1997.01.30  Sun_UE_10000_250_assembly          1      500.0     32.9     15.2 data
