# https://www.cs.virginia.edu/stream/by_date/Balance.html
# Balance is Peak MFLOPS divided by Triad Bandwidth in MW/s
# ------------------------------------------------------------------------------
# Submission  System                                   Peak       BW     Machine
# Date        Machine ID                      ncpus   MFLOPS    (MW/s)   Balance
# ------------------------------------------------------------------------------
1997.01.30  Sun_UE_10000                       8     4000.0    193.2     20.7 data
1997.01.30  Sun_UE_10000                      63    31500.0    899.6     35.0 data
1997.01.30  Sun_UE_10000                      56    28000.0    891.0     31.4 data
1997.01.30  Sun_UE_10000                      48    24000.0    864.2     27.8 data
1997.01.30  Sun_UE_10000                      40    20000.0    777.8     25.7 data
1997.01.30  Sun_UE_10000                      32    16000.0    648.5     24.7 data
1997.01.30  Sun_UE_10000                      24    12000.0    538.1     22.3 data
1997.01.30  Sun_UE_10000                      16     8000.0    363.1     22.0 data
1997.01.30  Sun_UE_10000                       1      500.0     25.2     19.8 data
1997.01.30  SGI_Origin2000-195                64    24960.0   1541.4     16.2 data
1997.01.21  DEC_8400_5-440_cluster            56    49280.0    770.2     64.0 data
1997.01.05  SGI_Octane_195                     2      780.0     60.7     12.9 data
1997.01.05  SGI_Octane_195                     1      390.0     44.0      8.9 data
1996.12.31  SGI_Indigo2_10000                  1      390.0     14.6     26.7 data
1996.12.16  Dell_P6_200                        1      200.0     14.1     14.2 data
1996.12.10  Apple_Mac_7500-150                 1      300.0     13.3     22.5 data
1996.12.09  PowerCenter-120                    1      240.0      5.7     42.0 data
1996.12.07  HP_C180                            1      720.0     30.3     23.8 data
1996.11.26  IBM_RS-6000-C10_hand               1       80.0     14.5      5.5 data
1996.11.26  IBM_RS-6000-C10                    1       80.0     10.0      8.0 data
1996.11.26  IBM_RS-6000-43P_hand               1      266.0     11.8     22.5 data
1996.11.26  IBM_RS-6000-43P                    1      266.0      8.8     30.1 data
1996.11.23  Apple_Mac_7500-100                 1      100.0      8.4     11.9 data
1996.11.21  Cray_T932_321024-3E                8    14400.0  12417.9      1.2 data
1996.11.21  Cray_T932_321024-3E                4     7200.0   6339.8      1.1 data
1996.11.21  Cray_T932_321024-3E               32    57600.0  44908.8      1.3 data
1996.11.21  Cray_T932_321024-3E               24    43200.0  35287.5      1.2 data
1996.11.21  Cray_T932_321024-3E                2     3600.0   3264.6      1.1 data
1996.11.21  Cray_T932_321024-3E               16    28800.0  24320.2      1.2 data
1996.11.21  Cray_T932_321024-3E                1     1800.0   1710.2      1.1 data
1996.11.20  Gateway_2000_P6-200                1      200.0     12.7     15.7 data
1996.10.28  HP_9000-755_125                    1      250.0      9.2     27.2 data
1996.10.28  HP_9000-712_80                     1       80.0      9.4      8.5 data
1996.10.22  Compaq_Proliant_5000               1      200.0     15.8     12.7 data
1996.10.21  Sun_Ultra2-2200                    2     1000.0     38.1     26.2 data
1996.10.21  Sun_Ultra2-2200                    1      500.0     26.3     19.0 data
1996.10.07  SGI_Origin200_180                  2      720.0     44.8     16.1 data
1996.10.07  SGI_Origin200_180                  1      360.0     35.8     10.1 data
1996.10.07  SGI_Origin2000-195_1_per_node      8     3120.0    293.4     10.6 data
1996.10.07  SGI_Origin2000-195_1_per_node      4     1560.0    160.4      9.7 data
1996.10.07  SGI_Origin2000-195_1_per_node     16     6240.0    608.9     10.2 data
1996.10.07  SGI_Origin2000-195                 8     3120.0    209.4     14.9 data
1996.10.07  SGI_Origin2000-195                 6     2340.0    174.5     13.4 data
1996.10.07  SGI_Origin2000-195                 4     1560.0    109.2     14.3 data
1996.10.07  SGI_Origin2000-195                32    12480.0    817.4     15.3 data
1996.10.07  SGI_Origin2000-195                30    11700.0    798.9     14.6 data
1996.10.07  SGI_Origin2000-195                28    10920.0    731.0     14.9 data
1996.10.07  SGI_Origin2000-195                24     9360.0    626.8     14.9 data
1996.10.07  SGI_Origin2000-195                 2      780.0     51.6     15.1 data
1996.10.07  SGI_Origin2000-195                16     6240.0    418.5     14.9 data
1996.10.07  SGI_Origin2000-195                 1      390.0     39.6      9.8 data
1996.10.03  Convex_Exemplar_S                  8     5760.0    184.9     31.2 data
1996.10.03  Convex_Exemplar_S                  6     4320.0    154.2     28.0 data
1996.10.03  Convex_Exemplar_S                 16    11520.0    233.6     49.3 data
1996.09.16  SGI_Power_Chall_10K                6     2340.0     83.8     27.9 data
1996.09.16  SGI_Power_Chall_10K                5     1950.0     80.5     24.2 data
1996.09.16  SGI_Power_Chall_10K                4     1560.0     72.9     21.4 data
1996.09.16  SGI_Power_Chall_10K                3     1170.0     60.0     19.5 data
1996.09.16  SGI_Power_Chall_10K                2      780.0     43.5     17.9 data
1996.09.16  SGI_Power_Chall_10K                1      390.0     24.2     16.1 data
1996.08.23  Triton_II_Pentium_133              1      133.0     10.7     12.5 data
1996.08.16  Dell_P166s                         1      166.0     13.0     12.8 data
1996.07.27  HP_C160                            1      640.0     24.3     26.3 data
1996.06.25  NEC_SX-4                           4     8000.0   7427.9      1.1 data
1996.06.25  NEC_SX-4                           1     2000.0   1859.1      1.1 data
1996.06.13  DEC_500-5-400                      1      800.0     22.2     36.1 data
1996.06.03  Convex_SPP-1200                    8     1920.0     58.3     32.9 data
1996.06.03  Convex_SPP-1200                    7     1680.0     54.2     31.0 data
1996.06.03  Convex_SPP-1200                    6     1440.0     49.5     29.1 data
1996.06.03  Convex_SPP-1200                    5     1200.0     43.7     27.4 data
1996.06.03  Convex_SPP-1200                    4      960.0     37.1     25.8 data
1996.06.03  Convex_SPP-1200                    3      720.0     29.4     24.4 data
1996.06.03  Convex_SPP-1200                    2      480.0     22.4     21.5 data
1996.05.24  DEC_8400_5-350_cluster            32    22400.0    550.5     40.7 data
1996.05.24  DEC_8400_5-350_cluster            24    16800.0    413.3     40.7 data
1996.05.24  DEC_8400_5-350_cluster            16    11200.0    267.6     41.8 data
1996.05.09  Triton_II_Pentium_133              1      133.0     13.8      9.6 data
1996.05.06  DEC_600-5-300                      1      600.0     21.1     28.4 data
1996.05.06  DEC_4100_5-400-                    4     3200.0     67.6     47.3 data
1996.05.06  DEC_4100_5-400-                    2     1600.0     49.3     32.5 data
1996.05.06  DEC_4100_5-400-                    1      800.0     33.5     23.9 data
1996.05.06  DEC_4100_5-300E                    2     1200.0     49.4     24.3 data
1996.05.06  DEC_4100_5-300E                    1      600.0     37.7     15.9 data
1996.05.06  DEC_4100_5-300-                    4     2400.0     56.2     42.7 data
1996.05.06  DEC_4100_5-300-                    2     1200.0     43.3     27.7 data
1996.05.06  DEC_4100_5-300-                    1      600.0     29.3     20.5 data
1996.04.30  DEC_8400_5-350                     8     5600.0    141.5     39.6 data
1996.04.30  DEC_8400_5-350                     4     2800.0    104.0     26.9 data
1996.04.30  DEC_8400_5-350                     2     1400.0     56.4     24.8 data
1996.04.30  DEC_8400_5-350                     1      700.0     29.3     23.9 data
1996.04.25  Sun_UE_6000_assembly               8     2672.0    192.2     13.9 data
1996.04.25  Sun_UE_6000_assembly               4     1336.0    103.2     13.0 data
1996.04.25  Sun_UE_6000_assembly               2      668.0     53.7     12.4 data
1996.04.25  Sun_UE_6000_assembly              16     5344.0    304.4     17.6 data
1996.04.25  Sun_UE_6000_assembly              15     5010.0    298.2     16.8 data
1996.04.25  Sun_UE_6000_assembly              12     4008.0    264.8     15.1 data
1996.04.25  Sun_UE_6000_assembly               1      334.0     29.8     11.2 data
1996.04.24  IBM_RS6000-591                     1      308.0    100.0      3.1 data
1996.04.22  Sun_SC2000E                        8      680.0     18.5     36.8 data
1996.04.22  Sun_SC2000E                        6      510.0     16.9     30.1 data
1996.04.22  Sun_SC2000E                        4      340.0     15.7     21.6 data
1996.04.22  Sun_SC2000E                       20     1700.0     51.0     33.3 data
1996.04.22  Sun_SC2000E                        2      170.0      8.8     19.4 data
1996.04.22  Sun_SC2000E                       16     1360.0     40.4     33.7 data
1996.04.22  Sun_SC2000E                       14     1190.0     35.8     33.3 data
1996.04.22  Sun_SC2000E                       12     1020.0     30.1     33.9 data
1996.04.22  Sun_SC2000E                        1       85.0      4.2     20.4 data
1996.04.22  IBM-SP2-thin_II                    1      264.0     44.0      6.0 data
1996.04.18  Sun_UE_6000                        8     2672.0    162.4     16.4 data
1996.04.18  Sun_UE_6000                        4     1336.0     88.9     15.0 data
1996.04.18  Sun_UE_6000                        2      668.0     48.3     13.8 data
1996.04.18  Sun_UE_6000                       16     5344.0    243.1     22.0 data
1996.04.18  Sun_UE_6000                       12     4008.0    218.6     18.3 data
1996.04.18  Sun_UE_6000                        1      334.0     26.1     12.8 data
1996.04.03  ASUS_Pentium_200                   1      200.0     13.9     14.3 data
1996.04.03  ASUS_Pentium_180                   1      180.0     12.5     14.4 data
1996.03.31  Tera_MTA_simulated                 8     7200.0   1905.1      3.8 data
1996.03.31  Tera_MTA_simulated                 4     3600.0    975.0      3.7 data
1996.03.31  Tera_MTA_simulated                 2     1800.0    507.8      3.5 data
1996.03.31  Tera_MTA_simulated                16    14400.0   3813.7      3.8 data
1996.03.31  Tera_MTA_simulated                 1      900.0    261.4      3.4 data
1996.03.29  Cray_J932                          8     1600.0   1117.7      1.4 data
1996.03.29  Cray_J932                          4      800.0    582.2      1.4 data
1996.03.29  Cray_J932                         32     6400.0   2358.8      2.7 data
1996.03.29  Cray_J932                         28     5600.0   2368.6      2.4 data
1996.03.29  Cray_J932                         24     4800.0   2260.3      2.1 data
1996.03.29  Cray_J932                         20     4000.0   2086.4      1.9 data
1996.03.29  Cray_J932                          2      400.0    315.9      1.3 data
1996.03.29  Cray_J932                         16     3200.0   1874.5      1.7 data
1996.03.29  Cray_J932                         12     2400.0   1546.7      1.6 data
1996.03.29  Cray_J932                          1      200.0    158.8      1.3 data
1996.03.20  Apple_Mac_7100-66                  1       66.0      7.0      9.5 data
1996.03.16  DEC_5000-25                        1       10.0      1.7      5.8 data
1996.03.16  DEC_5000-240                       1       16.0      3.4      4.7 data
1996.03.16  DEC_5000-133                       1       13.2      2.6      5.1 data
1996.03.16  DEC_2100-4-233                     1      233.0     10.0     23.3 data
1996.03.13  SGI_Indy_R4400_100                 1      100.0      6.2     16.0 data
1996.03.10  Apple_Mac_6300                     1      100.0      3.1     31.9 data
1996.03.05  Sun_SS5-110                        1      110.0     12.2      9.0 data
1996.03.05  Sun_SS10-30                        1       36.0      7.1      5.1 data
1996.02.29  Micron_P5-120                      1      120.0     13.5      8.9 data
1996.02.28  Convex_SPP-1600                    8     1920.0     66.9     28.7 data
1996.02.28  Convex_SPP-1600                    4      960.0     57.0     16.8 data
1996.02.28  Convex_SPP-1600                   32     7680.0    270.6     28.4 data
1996.02.28  Convex_SPP-1600                   28     6720.0    232.5     28.9 data
1996.02.28  Convex_SPP-1600                   24     5760.0    200.0     28.8 data
1996.02.28  Convex_SPP-1600                   20     4800.0    165.3     29.0 data
1996.02.28  Convex_SPP-1600                   16     3840.0    132.9     28.9 data
1996.02.28  Convex_SPP-1600                   12     2880.0    100.5     28.7 data
1996.02.28  Convex_SPP-1600                    1      240.0     19.5     12.3 data
1996.02.27  Sun_Ultra1-170-                    1      334.0     31.7     10.5 data
1996.01.30  SGI_Origin2000-195                96    37440.0   2326.7     16.1 data
1996.01.19  Viglen_Pentium_60                  1       60.0      7.5      8.0 data
1996.01.19  SGI_Indy_R4000                     1      100.0      6.7     14.9 data
1996.01.19  SGI_Indigo2_150                    1      250.0      9.8     25.4 data
1996.01.19  SGI_Indigo2_150                    1      150.0      8.7     17.3 data
1996.01.19  Dell_Pentium_133                   1      133.0     15.0      8.9 data
1996.01.17  HP_J-210                           2      480.0     28.9     16.6 data
1996.01.10  HP_K-200                           1      200.0     20.0     10.0 data
1995.12.18  Intel_Alder_Pentium_Pr             1      200.0     20.9      9.5 data
1995.12.07  HP_J-210                           1      240.0     23.8     10.1 data
1995.12.06  Fujitsu_HAL_300-350                1      236.0     51.4      4.6 data
1995.12.06  Fujitsu_HAL_300-330                1      200.0     41.4      4.8 data
1995.12.01  DEC_3000-900                       1      275.0     12.7     21.7 data
1995.11.30  Sun_IPC                            1       25.0      1.5     16.4 data
1995.11.30  Sun_4-280                          1       16.7      0.9     18.1 data
1995.11.30  Sun_3-80_(no_fpu)                  1       25.0      0.0   1000.0 data
1995.11.30  Sun_3-80_(68881)                   1       25.0      0.2    105.3 data
1995.11.30  Sun_3-60_(no_fpu)                  1       20.0      0.0    533.3 data
1995.11.30  Sun_3-60_(68881)                   1       20.0      0.2    106.7 data
1995.11.30  Sun_3-180_(no_fpu)                 1       16.7      0.0    668.0 data
1995.11.30  Sun_3-180_(Sun_fpu)                1       16.7      0.4     38.2 data
1995.11.21  Convex_SPP-1200                    1      240.0     11.3     21.2 data
1995.11.03  Gateway_2000_P5-133-66             1      133.0     14.2      9.3 data
1995.10.26  SGI_Power_Chal_90                  1      360.0     17.8     20.3 data
1995.10.26  Convex_C3880                       2      240.0    137.6      1.7 data
1995.10.26  Convex_C3880                       1      120.0     47.0      2.6 data
1995.10.25  Nekotech_MachII_21064              1      300.0     12.0     25.0 data
1995.10.03  Intel_Pentium-133                  1      133.0     10.7     12.4 data
1995.08.28  DEC_4100_5-300E                    4     2400.0     61.9     38.8 data
1995.08.15  HP_J-200                           1      200.0     19.6     10.2 data
1995.07.26  Cray_T3D-                        512    76800.0  11913.0      6.4 data
1995.07.24  Cray_T94                           1     1800.0   1740.0      1.0 data
1995.07.21  SGI_Indy_R4600                     1      100.0      7.4     13.5 data
1995.07.05  Sun_SS20-71-                       2      150.0      7.6     19.7 data
1995.07.05  Sun_SS20-61-                       1       60.0      7.1      8.5 data
1995.07.05  SS1000-4xSM51                      4      200.0     16.5     12.1 data
1995.06.26  Cray_T3D_coded                   512    76800.0  14015.8      5.5 data
1995.06.03  PC-clone-AMD-486DX-80              1       16.0      4.9      3.3 data
1995.06.01  PC-clone-AMD-486DX-50              1       10.0      2.9      3.4 data
1995.06.01  DEC_2100_A500-5-250                2      500.0     20.2     24.7 data
1995.05.04  Sun_SS20----                       1       60.0      7.1      8.4 data
1995.05.03  Intel_Pentium-100                  1      100.0      9.4     10.6 data
1995.04.28  SGI_Power_Indigo2                  1      300.0     10.3     29.2 data
1995.04.11  DEC_8400_5-300                     8     4800.0    122.3     39.2 data
1995.04.11  DEC_8400_5-300                     6     3600.0    108.3     33.2 data
1995.04.11  DEC_8400_5-300                     4     2400.0     82.1     29.2 data
1995.04.11  DEC_8400_5-300                     2     1200.0     45.5     26.4 data
1995.04.11  DEC_8400_5-300                     1      600.0     24.4     24.6 data
1995.02.13  Intel_Pentium-90                   1       90.0      8.7     10.3 data
1995.02.10  Cray_J916                          8     1600.0   1087.1      1.5 data
1995.02.10  Cray_J916                          4      800.0    600.2      1.3 data
1995.02.10  Cray_J916                          2      400.0    322.5      1.2 data
1995.02.10  Cray_J916                          1      200.0    167.2      1.2 data
1995.02.08  Cray_CS6400                        8      480.0     42.8     11.2 data
1995.02.08  Cray_CS6400                        4      240.0     23.6     10.2 data
1995.02.08  Cray_CS6400                       32     1920.0    110.3     17.4 data
1995.02.08  Cray_CS6400                       24     1440.0     96.8     14.9 data
1995.02.08  Cray_CS6400                       16      960.0     74.3     12.9 data
1995.02.08  Cray_CS6400                        1       60.0      6.3      9.6 data
1995.01.30  Cray_T3D_coded                    64     9600.0   1752.5      5.5 data
1995.01.30  Cray_T3D_coded                    32     4800.0    876.3      5.5 data
1995.01.30  Cray_T3D_coded                   256    38400.0   7009.8      5.5 data
1995.01.30  Cray_T3D_coded                   128    19200.0   3504.1      5.5 data
1995.01.30  Cray_T3D_coded                     1      150.0     27.5      5.5 data
1995.01.30  Cray_T3D-                         64     9600.0   1414.1      6.8 data
1995.01.30  Cray_T3D-                         32     4800.0    707.0      6.8 data
1995.01.30  Cray_T3D-                        256    38400.0   5656.0      6.8 data
1995.01.30  Cray_T3D-                        128    19200.0   2828.2      6.8 data
1995.01.30  Cray_T3D-                          1      150.0     22.1      6.8 data
1995.01.24  SGI_Power_Chal_75                  8     2400.0     93.7     25.6 data
1995.01.24  SGI_Power_Chal_75                  6     1800.0     80.9     22.3 data
1995.01.24  SGI_Power_Chal_75                  4     1200.0     59.9     20.1 data
1995.01.24  SGI_Power_Chal_75                  2      600.0     31.9     18.8 data
1995.01.12  Cray_J98                           4      800.0    543.2      1.5 data
1995.01.12  Cray_J98                           2      400.0    304.1      1.3 data
1995.01.12  Cray_J98                           1      200.0    159.4      1.3 data
1995.01.04  Cray_J98                           1      200.0    151.5      1.3 data
1994.11.11  Sun_SC2000_autopar                 6      300.0     15.0     20.0 data
1994.11.11  Sun_SC2000_autopar                 5      250.0     17.8     14.0 data
1994.11.11  Sun_SC2000_autopar                 4      200.0     15.7     12.8 data
1994.11.11  Sun_SC2000_autopar                 3      150.0     12.8     11.8 data
1994.11.11  Sun_SC2000_autopar                 2      100.0      9.1     11.0 data
1994.11.11  Sun_SC2000_autopar                 1       50.0      4.6     10.9 data
1994.10.28  SGI_Power_Chal_75                  1      300.0     16.9     17.8 data
1994.10.28  SGI_Pow_Chal_2_banks               1      300.0     16.1     18.6 data
1994.09.09  DEC_7000-610                       4      800.0     33.2     24.1 data
1994.09.09  DEC_7000-610                       2      400.0     19.6     20.4 data
1994.09.09  DEC_7000-610                       1      200.0     10.9     18.4 data
1994.09.09  DEC_2100_A500-4-190                2      380.0     16.0     23.8 data
1994.09.09  DEC_2100_A500-4-190                1      190.0      9.9     19.2 data
1994.08.26  Intel_Pentium-60                   1       60.0      7.3      8.2 data
1994.08.02  IBM_RS6000-990-128                 1      286.0     45.5      6.3 data
1994.07.15  Dell_486_DX-2-66                   1        6.6      2.4      2.8 data
1994.06.30  IBM_RS6000-990                     1      286.0     89.2      3.2 data
1994.06.19  IBM_RS-6000-250                    1       66.0      9.2      7.2 data
1994.06.19  IBM_RS-6000-250                    1       66.0     13.3      9.9 data
1994.06.17  TMC_CM-5E                         32     5120.0   1547.3      3.3 data
1994.06.17  TMC_CM-5E                         32     5120.0   2009.1      5.1 data
1994.06.06  Meiko_CS-2                         1       90.0     76.3      1.2 data
1994.05.21  Sun_SC_2000_aggregate              6      300.0     21.4     14.0 data
1994.05.21  Sun_SC_2000_aggregate              4      200.0     16.1     12.5 data
1994.05.21  Sun_SC_2000_aggregate              2      100.0      8.8     11.4 data
1994.05.21  Sun_SC_2000_aggregate              1       50.0      4.5     11.1 data
1994.05.14  SGI_Challenge_150                  8     1200.0     62.4     19.2 data
1994.05.14  SGI_Challenge_150                  4      600.0     32.4     18.5 data
1994.05.14  SGI_Challenge_150                  1      150.0      8.6     17.5 data
1994.03.28  SGI_Challenge_150                  1      150.0      7.8     19.3 data
1994.03.15  DEC_3000-300                       1       33.0      4.9      6.8 data
1994.02.27  IBM_RS6000-590                     1      264.0     81.8      3.2 data
1994.01.19  DEC_4000-710                       1      190.0     10.5     18.1 data
1994.01.19  DEC_4000-710                       1      190.0     19.7     19.3 data
1993.11.04  SGI_Challenge_150                  1      150.0     15.8     19.0 data
1993.10.28  HP_9000-720                        1       50.0      6.7      7.5 data
1993.10.28  HP_9000-720                        1       50.0     13.0      7.7 data
1993.10.27  Sun_SparcClassic                   1       50.0      5.4      9.3 data
1993.10.27  Sun_SS10-41                        2      100.0      6.0     16.7 data
1993.10.27  Sun_SS10-41                        1       50.0      6.8      7.4 data
1993.10.03  DEC_VAX_6000-410_vector            1       90.0      6.4     14.1 data
1993.09.11  Sun_SparcCenter_2000               1       50.0      4.4     11.4 data
1993.05.27  Cray_EL-98                         8     1065.6    295.5      3.6 data
1993.05.27  Cray_EL-98                         4      532.8    244.4      2.2 data
1993.05.27  Cray_EL-98                         2      266.4    134.8      2.0 data
1993.05.27  Cray_EL-98                         1      133.2     59.6      2.2 data
1993.05.11  Sun_SS10-30                        1       36.0      8.5      8.4 data
1993.05.04  IBM_RS6000-580                     1      125.0     30.0      4.2 data
1993.05.04  IBM_RS6000-580                     1      125.0     41.7      6.0 data
1993.04.22  HP_9000-735_99                     1      198.0     10.0     19.8 data
1993.04.22  DEC_3000-500                       1      150.0     12.5     12.0 data
1993.04.21  IBM_RS6000-355                     1       83.2     15.0      5.5 data
1993.04.21  IBM_RS6000-355                     1       83.2     21.4      7.8 data
1993.04.21  DEC_VAX_9000-420                   1       62.5     19.6      3.2 data
1993.04.21  DEC_VAX_9000-420                   1       62.5     19.6      6.4 data
1993.04.19  Sun_SS10-41                        1       50.0      9.5     10.6 data
1993.04.19  SGI_Crimson                        1       50.0      7.5      6.7 data
1993.04.19  SGI_Crimson                        1       50.0     13.1      7.7 data
1993.04.19  SGI_Challenge_100                  1      100.0      6.8     14.7 data
1993.04.19  SGI_Challenge_100                  1      100.0     12.0     16.7 data
1993.01.23  Alliant_FX-80                      8       94.4      9.6      9.9 data
1992.07.20  IBM_RS6000-560                     1      100.0     30.0      3.3 data
1992.07.20  IBM_RS6000-550                     1       83.2     27.0      3.1 data
1992.02.25  IBM_RS6000-320H                    1       50.0     11.2      4.4 data
1992.02.25  IBM_RS6000-320H                    1       50.0     13.5      7.4 data
1992.02.25  Alliant_VFX80                      3       75.0      5.4     14.0 data
1992.02.25  Alliant_VFX80                      3       75.0      6.3     23.7 data
1992.02.12  NEC_SX-3-44                        1     2760.0   2746.5      1.0 data
1992.02.03  TMC_CM-2__8k_8_MHz               256     4096.0    500.0      8.2 data
1992.02.03  TMC_CM-2__8k_7_MHz               256     3584.0    436.9      8.2 data
1992.02.03  TMC_CM-2_64k_7_MHz              2048    28672.0   3494.8      8.2 data
1992.02.03  TMC_CM-200__8k_10_MHz            256     5120.0    706.6      7.2 data
1992.02.03  TMC_CM-200_64k_10               2048    40960.0   5653.2      7.2 data
1991.12.24  TMC_CM-2_64k_8_MHz              2048    32768.0   4000.0      8.2 data
1991.11.13  Cray_C90                           8     7680.0   7903.7      1.0 data
1991.11.13  Cray_C90                           4     3840.0   4380.5      0.9 data
1991.11.13  Cray_C90                           2     1920.0   2280.8      0.8 data
1991.11.13  Cray_C90                          16    15360.0  12976.5      1.2 data
1991.11.13  Cray_C90                           1      960.0   1187.6      0.8 data
1991.11.08  NEC_SX-3-12                        1     1380.0   1214.1      1.1 data
1991.11.08  NEC_SX-3-12                        1     1380.0   1248.5      2.2 data
1991.11.07  IBM_3090J_scalar                   1      132.0     13.1     10.1 data
1991.11.07  IBM_3090J_scalar                   1      132.0     17.1     15.4 data
1991.11.07  IBM_3090J-VF                       1      132.0     33.1      4.0 data
1991.11.07  IBM_3090J-VF                       1      132.0     43.5      6.1 data
1991.11.02  NeXTStation_68040                  1       10.0      2.0      5.0 data
1991.11.02  NeXTStation_68040                  1       10.0      2.1      9.5 data
1991.10.29  Convex_C3420                       2      200.0     37.5      5.3 data
1991.10.29  Convex_C3420                       2      200.0     65.0      6.2 data
1991.10.29  Convex_C3410                       1      100.0     22.3      4.5 data
1991.10.29  Convex_C3410                       1      100.0     38.6      5.2 data
1991.10.29  Convex_C3220                       2       50.0     42.1      1.2 data
1991.10.29  Convex_C3220                       2       50.0     52.2      1.9 data
1991.10.29  Convex_C3210                       1       25.0     22.6      1.1 data
1991.10.29  Convex_C3210                       1       25.0     27.2      1.8 data
1991.10.04  IBM_RS6000-540                     1       60.0     18.0      3.3 data
1991.10.04  FPS_MCP728                         7      280.0    111.0      2.5 data
1991.10.04  FPS_MCP728                         7      280.0     98.7      5.7 data
1991.10.04  FPS_MCP104                         1       40.0     16.4      2.4 data
1991.10.04  FPS_MCP104                         1       40.0     23.3      3.4 data
1991.10.04  FPS_511_SPARC_vector               1       67.0     23.8      2.8 data
1991.10.04  FPS_511_SPARC_vector               1       67.0     23.8      5.6 data
1991.10.04  FPS_511_SPARC_scalar               1       67.0      4.3     15.7 data
1991.10.04  FPS_511_SPARC_scalar               1       67.0      6.7     20.2 data
1991.10.04  FPS_511_EA_vector                  1       33.0     23.4      1.4 data
1991.10.04  FPS_511_EA_vector                  1       33.0     23.2      2.8 data
1991.10.04  FPS_511_(1_vector)                 1       67.0     24.6      2.7 data
1991.10.04  FPS_510_EA_scalar                  1       33.0      2.7     12.3 data
1991.10.04  FPS_510_EA_scalar                  1       33.0      3.0     22.4 data
1991.10.03  Apollo_DN10010                     1       25.0      6.8      3.7 data
1991.10.03  MIPS_RC6280                        1       24.0      7.1      3.4 data
1991.10.03  ETA-10E                            1      380.8    526.9      0.7 data
1991.10.03  DEC_5000-200                       1       10.0      2.9      3.5 data
1991.10.03  SGI_Indigo                         1       13.2      4.5      2.9 data
1991.10.03  ETA-10G_(est)                      1      568.0    846.0      0.7 data
1991.10.02  Stardent_Vistra_800b               1       40.0     14.4      2.8 data
1991.10.02  Stardent_ST2000                    1       25.0     22.5      1.1 data
1991.10.02  Convex_C1XP                        1       20.0      8.9      2.2 data
1991.10.02  Convex_C1XP                        1       20.0     16.1      2.5 data
1991.10.02  Stardent_P3                        3       90.0     25.0      3.6 data
1991.10.02  Stardent_P3                        1       30.0      8.8      3.4 data
1991.10.01  Sun_SS2_(4-75)                     1       40.0      3.3     12.0 data
1991.10.01  Sun_SS2_(4-75)                     1       40.0      5.2     15.5 data
1991.10.01  HP_9000-730                        1       66.0      6.9      9.5 data
1991.10.01  HP_9000-730                        1       66.0     10.0     13.2 data
1991.10.01  Sun_670                            1       40.0      3.8     10.7 data
1991.10.01  Sun_670                            1       40.0      6.0     13.3 data
1991.10.01  Cray_Y-MP                          8     2672.0   3350.3      0.8 data
1991.10.01  Omron_Luna88k                      1       25.0      1.6     15.3 data
1991.10.01  Omron_Luna88k                      1       25.0      3.3     15.0 data
1991.10.01  Cray_Y-MP                          1      334.0    424.6      0.8 data
1991.09.30  DEC_5000-200                       1       10.0      4.6      4.4 data
1991.09.30  Sun_SS1-                           1       20.0      1.6     12.2 data
1991.09.30  Sun_SS1-                           1       20.0      2.1     19.3 data
1991.09.30  Sun_4-490                          1       33.0      3.1     10.8 data
1991.09.30  Sun_4-490                          1       33.0      4.0     16.3 data
1991.09.30  SGI_Indigo                         1       13.2      6.7      4.0 data
1991.09.30  SGI_4D-35                          1       14.4      5.3      2.7 data
1991.09.30  SGI_4D-35                          1       14.4      6.2      4.6 data
1991.09.30  SGI_4D-25                          1        8.0      1.2      6.4 data
1991.09.30  SGI_4D-25                          1        8.0      2.4      6.7 data
1991.09.30  SGI_4D-240                         1       10.0      2.4      4.2 data
1991.09.30  SGI_4D-240                         1       10.0      4.0      5.1 data
1991.09.30  IBM_RS6000-950                     1       83.2     24.0      3.5 data
1991.09.30  IBM_RS6000-950                     1       83.2     25.0      6.7 data
1991.09.30  IBM_RS6000-530                     1       50.0     14.3      3.5 data
1991.09.30  IBM_RS6000-530                     1       50.0     15.0      6.7 data
1991.09.30  IBM_RS6000-320                     1       40.0      7.5      5.3 data
1991.09.30  IBM_RS6000-320                     1       40.0     10.0      8.0 data
1991.09.30  Cray_Y-MP                          4     1336.0   1731.4      0.8 data
